"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","EPS Growth This Year","EPS Growth Next Year","EPS Growth Past 5 Years","EPS Growth Next 5 Years","Sales Growth Past 5 Years","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Average Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Relative Volume","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Dividend Yield","Return on Assets","Return on Equity","Return on Invested Capital","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date"
"43","ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities","USA","2103.40","24.36","113.80","1.34%","125617","16.58","1.34","1.56","2.00","20.64","21.82","17.75%","10.81%","19.04%","12.35%","12.22%","18.48","18.00","2.63%","-16.00%","102.32%","-2.05%","5.17%","4.76","195.22","7.48%","3.03%","0.09%","-0.05%","5.97%","-1.46%","6.57%","-7.61%","435.53%","4.06%","3.46%","0.64","0.89","3.66","5.73%","3.36%","1.22%","-8.55%","27.92%","60.99","1.34%","0.00%","","6.65%","8.58%","6.91%","1.66","1.66","0.18","0.19","31.51%","10.12%","6.36%","2/23/2026 4:30:00 PM"
"44","ADX","Adams Diversified Equity Fund","Financial","Closed-End Fund - Equity","USA","2795.31","7.63","23.27","0.43%","180437","","","78.55","1.00","","","","","","","","120.13","116.72","2.83%","0.01%","19.66%","","0.74%","2.81","305.21","0.74%","0.74%","-1.77%","5.92%","-0.21%","11.66%","57.20%","67.57%","296.14%","1.05%","1.18%","0.59","0.96","0.29","0.20%","0.54%","5.37%","-2.43%","41.03%","51.68","0.43%","0.00%","7.95%","","","","","","","","","","",""
"45","AEE","Ameren Corp","Utilities","Utilities - Regulated Electric","USA","30016.82","20.75","110.97","1.49%","3059877","19.16","2.53","3.41","2.29","2308.99","","6.53%","8.09%","8.84%","7.58%","8.72%","276.40","269.32","0.43%","-2.06%","86.09%","0.83%","2.71%","4.12","1775.08","5.60%","8.22%","4.97%","9.41%","11.13%","12.92%","29.28%","51.43%","145.24%","2.05%","1.65%","1.72","0.57","1.88","6.07%","9.14%","10.38%","0.43%","20.92%","77.24","1.67%","-0.17%","2.74%","3.13%","11.41%","4.61%","0.66","0.46","1.36","1.48","29.58%","23.03%","16.55%","2/11/2026 4:30:00 PM"
"46","AEG","Aegon Ltd","Financial","Insurance - Diversified","Netherlands","11262.74","8.36","7.58","-0.13%","12734153","7.49","0.18","0.46","1.10","","13.92","129.58%","10.80%","-7.57%","42.46%","1.99%","1962.82","1485.83","0.00%","","11.18%","-35.40%","0.07%","0.21","4941.21","-3.81%","-2.57%","-3.32%","0.93%","-1.69%","13.13%","35.60%","68.82%","61.28%","2.35%","1.82%","2.58","0.79","0.16","-2.01%","-1.59%","1.70%","-6.99%","39.85%","43.15","0.00%","-0.13%","6.22%","0.41%","14.42%","9.06%","4.14","","0.46","0.46","","6.14%","5.90%","2/19/2026 8:30:00 AM"
"47","AEIS","Advanced Energy Industries Inc","Industrials","Electrical Equipment & Parts","USA","11862.27","82.36","314.27","0.42%","885621","29.89","1.33","6.59","8.71","14.99","94.22","34.11%","22.32%","1.93%","22.44%","4.90%","37.75","37.39","0.94%","-3.87%","110.44%","0.78%","6.21%","3.91","593.57","15.01%","32.10%","47.69%","94.13%","50.10%","154.49%","228.73%","188.24%","1039.07%","5.51%","5.90%","1.49","1.35","15.95","15.82%","30.50%","77.49%","-3.50%","318.97%","75.94","0.37%","0.05%","0.08%","6.21%","11.64%","10.17%","1.59","1.17","0.07","0.50","37.25%","11.46%","8.25%","2/10/2026 4:30:00 PM"
"48","AEM","Agnico Eagle Mines Ltd","Basic Materials","Gold","Canada","108739.01","24.40","216.59","5.55%","2672936","16.11","1.38","9.13","4.38","37.82","24.80","61.19%","0.74%","33.22%","11.70%","30.57%","502.05","501.64","0.11%","0.00%","66.26%","0.15%","0.96%","1.81","2665.19","10.17%","9.79%","25.12%","63.18%","27.76%","114.85%","322.45%","224.82%","507.72%","4.64%","4.43%","1.00","0.64","9.73","4.78%","14.74%","42.12%","-3.74%","135.14%","59.38","4.00%","1.48%","0.72%","13.84%","19.58%","17.82%","2.02","1.33","0.01","0.01","56.39%","53.46%","37.47%","2/12/2026 4:30:00 PM"
"49","AEO","American Eagle Outfitters Inc","Consumer Cyclical","Apparel Retail","USA","4319.17","21.99","25.48","3.83%","4899835","15.10","4.75","0.81","2.66","38.28","27.52","-20.61%","22.15%","8.42%","3.18%","4.34%","169.51","154.60","8.79%","-10.46%","93.34%","0.41%","11.86%","2.51","7291.82","7.24%","-0.78%","43.07%","101.58%","-3.38%","77.93%","59.05%","3.49%","86.67%","4.72%","4.09%","0.67","1.37","1.11","5.26%","0.55%","52.60%","-10.47%","174.87%","57.24","3.45%","0.37%","1.52%","5.26%","12.36%","6.36%","1.63","0.59","1.02","1.21","32.93%","5.43%","3.90%","12/2/2025 4:30:00 PM"
"50","AEP","American Electric Power Company Inc","Utilities","Utilities - Regulated Electric","USA","70279.55","19.51","129.94","2.78%","4671858","19.04","2.38","3.19","2.26","144.02","","5.92%","7.95%","8.53%","8.01%","7.88%","540.86","","0.31%","-1.73%","84.03%","2.02%","","5.41","3392.36","7.57%","10.02%","5.92%","15.13%","12.69%","28.67%","42.65%","65.30%","114.42%","2.45%","1.97%","1.38","0.61","2.51","7.88%","10.46%","15.69%","0.79%","33.33%","80.34","2.06%","0.70%","2.97%","3.21%","12.33%","4.71%","0.45","0.33","1.44","1.59","32.49%","25.07%","16.27%","2/12/2026 8:30:00 AM"
"51","AER","Aercap Holdings N.V","Industrials","Rental & Leasing Services","Ireland","25103.24","7.05","150.43","1.81%","1276834","9.36","2.32","3.32","1.37","16.96","","-0.45%","5.04%","","4.03%","10.91%","176.57","170.22","3.59%","0.00%","85.95%","-3.98%","1.26%","1.71","1252.33","7.40%","6.06%","9.27%","33.43%","4.64%","51.92%","143.81%","244.86%","436.10%","2.71%","2.07%","1.02","1.01","3.25","4.25%","4.76%","20.12%","0.40%","75.80%","64.70","2.04%","-0.23%","0.91%","5.24%","21.13%","6.06%","0.60","0.58","2.38","2.38","56.41%","49.19%","49.62%","2/6/2026 8:30:00 AM"
"52","AERO","Grupo Aeromexico S.A.B. De C.V. ADR","Industrials","Airlines","Mexico","2626.20","10.03","18.00","-2.70%","754741","","","0.49","","2.81","4.30","","","","","9.40%","145.90","136.42","6.50%","0.00%","2.74%","0.32%","0.60%","2.47","329.66","-5.41%","-6.25%","-2.70%","","-18.03%","","","","","5.05%","4.86%","2.29","","1.00","-9.34%","-10.78%","-8.20%","-21.91%","12.50%","31.07","-2.07%","-0.65%","","3.97%","","9.38%","0.61","0.56","","","25.77%","16.97%","4.89%","12/03/2025"
"53","AES","AES Corp","Utilities","Utilities - Diversified","USA","11593.33","9.91","16.28","0.49%","10151684","7.14","2.01","0.96","3.00","4.74","","1.51%","4.95%","39.18%","3.56%","3.80%","712.12","708.59","0.50%","0.00%","89.84%","-1.20%","2.77%","2.38","8251.73","1.43%","16.29%","15.71%","25.81%","13.53%","60.55%","-38.22%","-42.94%","77.54%","3.19%","3.41%","1.23","0.94","0.53","6.78%","12.01%","23.61%","-2.98%","72.09%","64.66","1.50%","-0.99%","4.31%","2.32%","23.02%","3.61%","0.72","0.66","4.42","5.15","16.98%","14.81%","9.69%","2/26/2026 4:30:00 PM"
"54","AFG","American Financial Group Inc","Financial","Insurance - Property & Casualty","USA","10754.89","12.79","128.95","1.14%","617040","10.66","1.33","1.32","2.27","","8.33","7.61%","9.23%","4.21%","8.03%","7.68%","83.40","69.61","16.54%","-0.09%","69.90%","2.16%","2.17%","3.04","496.77","-0.44%","-1.04%","-6.85%","-0.77%","-4.55%","8.14%","6.21%","86.04%","241.70%","1.88%","2.15%","1.24","0.69","2.66","0.81%","-1.73%","-0.24%","-11.80%","15.34%","49.64","1.14%","0.00%","5.70%","3.02%","16.91%","12.43%","0.60","","0.38","0.38","","13.74%","10.35%","2/3/2026 4:30:00 PM"
"55","AFL","Aflac Inc","Financial","Insurance - Life","USA","60225.93","16.69","114.91","-0.84%","2524547","14.82","5.15","3.52","2.78","","23.41","-1.82%","5.40%","0.44%","2.88%","-5.09%","518.69","468.36","10.64%","-0.08%","58.58%","0.35%","1.56%","2.99","2439.65","-1.91%","4.29%","0.26%","9.13%","4.21%","10.41%","61.82%","144.91%","301.01%","2.77%","2.22%","1.03","0.65","2.59","2.65%","3.82%","6.97%","-3.70%","18.53%","58.22","-0.24%","-0.60%","2.14%","3.12%","15.33%","12.21%","0.11","","0.39","0.39","","27.56%","21.28%","2/4/2026 4:30:00 PM"
"56","AFRM","Affirm Holdings Inc","Financial","Credit Services","USA","16592.24","61.27","49.81","0.10%","10260971","28.98","0.19","4.84","4.67","6.40","26.77","622.30%","58.62%","","155.17%","53.66%","291.51","279.24","16.17%","-4.39%","73.36%","1.63%","5.25%","2.48","5897.53","-12.66%","-31.40%","-36.91%","-35.33%","-33.08%","-37.17%","292.20%","-60.43%","","8.78%","6.39%","1.74","3.61","4.14","-21.18%","-28.63%","-28.20%","-50.19%","61.19%","24.36","-0.64%","0.74%","","2.41%","8.92%","2.24%","15.94","15.94","2.55","2.55","76.58%","19.36%","8.23%","2/5/2026 4:30:00 PM"
"57","AG","First Majestic Silver Corporation","Basic Materials","Silver","Canada","11278.64","187.28","22.96","6.35%","21763130","30.37","","11.68","4.33","19.61","76.59","317.51%","148.26%","-11.42%","","9.02%","490.02","484.52","1.37%","0.00%","50.91%","-3.73%","4.90%","1.01","23430.57","4.41%","15.78%","82.66%","159.14%","37.82%","302.81%","216.25%","31.88%","430.25%","7.16%","8.11%","0.93","0.84","1.81","-0.72%","17.77%","89.43%","-17.69%","351.08%","54.53","4.36%","1.90%","0.13%","2.20%","3.44%","2.42%","3.38","2.96","0.09","0.09","25.72%","17.19%","7.07%","2/19/2026 8:30:00 AM"
"58","AGBK","AGI Inc","Financial","Banks - Regional","Brazil","2019.27","","11.00","7.74%","1602454","","","","5.28","20.04","","","","","","","82.69","","","","","","","","3429.30","","","","","2.33%","","","","","","","0.47","","0.79","3.25%","3.25%","3.25%","-2.74%","7.74%","","4.76%","2.84%","","","","","0.24","0.24","0.37","0.53","","","",""
"59","AGCO","AGCO Corp","Industrials","Farm & Heavy Construction Machinery","USA","10483.87","14.42","140.49","1.12%","630921","17.46","0.68","1.04","2.39","12.17","14.16","10.22%","38.28%","11.57%","25.71%","1.96%","72.63","61.75","17.24%","-0.02%","90.89%","-2.49%","4.67%","3.65","791.08","5.97%","25.28%","29.51%","26.14%","34.67%","49.24%","8.44%","34.54%","249.00%","3.43%","3.42%","0.80","1.11","4.35","15.72%","24.31%","29.83%","-2.29%","90.39%","87.16","2.31%","-1.16%","0.87%","6.29%","18.13%","10.80%","1.39","0.67","0.57","0.61","24.68%","6.86%","7.21%","2/5/2026 8:30:00 AM"
"60","AGI","Alamos Gold Inc","Basic Materials","Gold","Canada","18997.31","35.49","45.25","7.25%","4850169","16.66","0.28","11.80","4.71","37.29","81.06","76.52%","89.94%","23.11%","60.52%","14.54%","420.64","418.29","0.37%","0.00%","62.22%","2.48%","1.66%","2.09","3328.26","12.65%","5.26%","34.43%","78.15%","17.29%","96.06%","329.72%","455.21%","937.84%","6.71%","5.72%","1.46","0.60","2.59","8.85%","12.87%","41.32%","-3.02%","105.36%","57.88","3.83%","3.29%","0.22%","9.55%","14.27%","12.52%","1.72","1.33","0.07","0.07","48.75%","43.01%","33.46%","2/18/2026 4:30:00 PM"
"61","AGNC","AGNC Investment Corp","Real Estate","REIT - Mortgage","USA","12186.15","8.15","11.36","-0.18%","22885470","7.57","39.86","6.35","1.21","7.00","20.18","1.95%","-1.90%","","0.19%","41.17%","1107.60","1064.56","0.76%","-10.26%","39.87%","-2.06%","6.02%","3.17","20204.46","-0.70%","-1.82%","11.37%","18.21%","5.97%","10.08%","-0.70%","-30.52%","-35.20%","2.27%","2.07%","1.13","1.35","0.25","-2.08%","2.11%","13.39%","-6.81%","44.71%","49.08","-0.39%","0.22%","12.68%","1.64%","15.08%","12.12%","0.18","0.25","0.00","8.21","100.00%","235.80%","78.63%","1/26/2026 4:30:00 PM"
"62","AGO","Assured Guaranty Ltd","Financial","Insurance - Specialty","Bermuda","3981.06","10.73","86.34","-0.64%","201663","12.47","7.65","4.37","0.71","","14.97","16.02%","-15.92%","11.62%","1.63%","-2.17%","46.71","43.19","6.32%","-0.85%","88.38%","-3.18%","2.39%","3.33","309.24","-1.61%","1.05%","-1.39%","4.60%","-3.93%","-6.37%","37.86%","118.97%","275.39%","2.07%","1.78%","0.65","0.90","1.65","1.08%","-1.78%","1.32%","-7.28%","16.53%","48.99","-0.35%","-0.30%","1.58%","3.30%","7.06%","5.33%","11.63","","0.33","0.33","","57.96%","43.91%","2/26/2026 4:30:00 PM"
"63","AGX","Argan, Inc","Industrials","Engineering & Construction","USA","5687.40","48.32","409.95","-0.89%","325604","42.93","1.72","6.22","13.55","7.83","20.10","35.93%","14.23%","","25.01%","29.61%","13.87","13.27","4.36%","-22.18%","92.97%","4.72%","4.21%","1.42","393.75","16.43%","29.01%","12.38%","82.57%","30.84%","176.73%","940.22%","813.64%","1374.41%","7.08%","6.68%","0.83","0.57","25.10","9.84%","19.23%","51.71%","-8.88%","305.81%","63.08","1.13%","-2.00%","0.42%","13.18%","32.05%","28.57%","1.61","1.60","0.00","0.01","19.08%","13.17%","13.11%","12/4/2025 4:30:00 PM"
"64","AGYS","Agilysys, Inc","Technology","Software - Application","USA","2290.82","76.03","81.50","0.78%","222149","37.48","1.72","7.37","7.31","28.13","38.70","6.73%","31.43%","","21.85%","11.39%","28.10","25.71","8.53%","-0.64%","107.27%","-0.31%","5.92%","6.07","250.58","-5.24%","-27.69%","-36.59%","-23.23%","-31.42%","-4.10%","0.33%","44.61%","685.16%","4.37%","5.53%","0.89","0.35","5.00","-12.31%","-25.72%","-25.88%","-43.89%","27.92%","30.42","0.73%","0.05%","","6.62%","10.68%","9.27%","1.31","1.25","0.05","0.06","58.69%","8.89%","9.79%","1/26/2026 4:30:00 PM"
"65","AHL","Aspen Insurance Holdings Ltd","Financial","Insurance - Property & Casualty","Bermuda","3429.24","8.56","37.34","0.00%","163668","7.69","1.62","1.08","1.24","","11.99","-13.72%","19.51%","","4.75%","4.10%","91.84","15.46","83.16%","0.00%","18.69%","0.93%","10.10%","5.86","266.62","0.03%","0.19%","1.44%","30.88%","0.65%","","","","","0.14%","0.19%","0.61","","0.08","0.04%","0.38%","6.80%","-0.16%","38.04%","59.24","-0.03%","0.03%","","4.18%","13.97%","10.45%","0.82","","0.10","0.10","","15.20%","12.59%","11/13/2025 4:30:00 PM"
"66","AHR","American Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities","USA","9713.29","367.90","51.80","0.19%","2483858","73.26","","4.42","3.31","52.69","51.45","276.57%","38.08%","-3.81%","","76.54%","185.51","184.09","0.77%","-5.26%","89.18%","2.25%","11.29%","7.97","2608.88","6.21%","8.69%","8.21%","28.25%","10.07%","82.33%","","","","2.53%","2.97%","0.95","0.92","1.40","7.52%","7.75%","22.78%","-1.07%","95.62%","70.21","0.33%","-0.14%","1.94%","0.58%","1.12%","0.62%","1.38","1.38","0.63","0.63","10.17%","7.79%","1.24%","2/26/2026 4:30:00 PM"
"67","AIG","American International Group Inc","Financial","Insurance - Diversified","USA","41996.53","14.44","78.27","-0.67%","4036668","8.86","0.87","1.57","1.02","","12.67","10.80%","12.48%","","10.19%","-9.35%","538.18","535.39","0.22%","0.00%","97.87%","0.61%","1.54%","1.66","4975.86","2.02%","7.16%","0.35%","-2.54%","-8.51%","2.45%","26.32%","89.06%","47.68%","3.13%","2.24%","0.81","0.59","1.98","4.73%","-0.46%","-2.33%","-11.13%","9.86%","57.24","-0.29%","-0.38%","2.48%","2.51%","7.40%","6.07%","0.87","","0.24","0.24","","17.28%","11.56%","2/10/2026 4:30:00 PM"
"68","AIR","AAR Corp","Industrials","Aerospace & Defense","USA","4470.90","43.96","112.98","-0.21%","433969","20.53","1.16","1.51","2.86","46.48","","20.39%","16.90%","23.23%","17.77%","6.06%","39.57","38.75","2.08%","-17.32%","94.83%","8.41%","2.83%","2.34","469.64","-0.10%","11.77%","35.06%","46.44%","36.47%","70.79%","116.40%","194.30%","496.83%","3.30%","3.64%","0.92","1.19","3.86","4.24%","18.20%","41.67%","-4.25%","142.92%","68.74","-0.02%","-0.19%","","3.09%","6.86%","3.61%","2.84","1.31","0.67","0.67","19.29%","9.51%","3.17%","1/6/2026 4:30:00 PM"
"69","AIT","Applied Industrial Technologies Inc","Industrials","Industrial Distribution","USA","10438.71","26.63","279.84","0.29%","205393","24.14","3.38","2.20","5.58","25.71","22.85","4.00%","8.66%","75.02%","7.15%","7.05%","37.38","36.98","0.88%","-18.66%","96.35%","-1.46%","2.66%","2.95","333.33","-4.08%","0.80%","9.20%","2.49%","8.98%","6.35%","94.86%","252.13%","614.06%","3.39%","3.01%","0.62","0.81","8.70","0.80%","3.90%","9.70%","-5.68%","39.95%","52.85","0.29%","0.00%","0.69%","13.02%","22.02%","16.50%","3.68","2.56","0.31","0.31","28.98%","12.42%","8.49%","1/27/2026 8:30:00 AM"
"70","AIZ","Assurant Inc","Financial","Insurance - Property & Casualty","USA","10891.64","12.81","217.48","1.40%","723372","9.84","1.65","0.85","1.90","","10.66","4.06%","7.44%","20.38%","5.95%","5.96%","50.08","49.73","0.70%","-4.88%","96.44%","-1.84%","1.86%","2.64","350.73","-10.62%","-8.62%","-3.97%","2.14%","-9.70%","4.55%","62.82%","69.73%","224.26%","4.77%","2.62%","2.06","0.60","6.49","-7.24%","-7.28%","1.91%","-11.70%","24.29%","30.75","1.77%","-0.37%","1.60%","3.05%","15.90%","10.80%","2.30","","0.38","0.38","","9.35%","6.81%","2/10/2026 4:30:00 PM"
"71","AJG","Arthur J. Gallagher & Co","Financial","Insurance Brokers","USA","53529.96","36.27","208.45","1.79%","4973242","13.98","0.84","3.84","2.30","38.35","30.29","24.21%","12.32%","6.46%","16.65%","15.25%","256.98","254.35","0.95%","-2.48%","90.45%","-0.02%","2.25%","2.86","2003.91","-13.71%","-18.88%","-18.53%","-28.96%","-19.45%","-36.56%","6.78%","78.65%","441.57%","6.84%","3.93%","2.48","0.70","9.37","-12.75%","-16.10%","-27.47%","-40.65%","6.90%","24.71","1.12%","0.66%","1.31%","2.21%","6.87%","4.16%","1.06","1.06","0.54","0.58","90.77%","18.33%","10.72%","1/29/2026 4:30:00 PM"
"72","AKAM","Akamai Technologies Inc","Technology","Software - Infrastructure","USA","16078.38","32.77","111.76","6.83%","7333772","15.34","2.10","3.89","3.40","14.37","22.38","8.69%","3.46%","2.41%","7.29%","6.64%","143.77","140.86","2.09%","-1.82%","95.69%","-2.95%","8.52%","3.55","3376.63","17.54%","23.29%","24.04%","50.48%","28.09%","12.14%","27.04%","10.01%","120.17%","5.74%","3.98%","2.17","0.70","4.40","15.42%","22.35%","36.96%","4.64%","65.55%","73.40","6.96%","-0.11%","","4.82%","10.64%","5.24%","2.22","2.22","1.05","1.11","54.89%","15.40%","12.26%","2/19/2026 4:30:00 PM"
"73","AKO-B","Embotelladora Andina S.A. ADR","Consumer Defensive","Beverages - Non-Alcoholic","Chile","2436.60","16.12","30.89","-1.34%","32260","13.63","1.62","0.69","3.62","6.41","12.77","4.40%","9.88%","12.89%","8.40%","10.40%","78.88","78.88","","","3.63%","40.48%","0.00%","0.06","16.97","-2.09%","4.01%","8.20%","27.20%","10.72%","53.07%","109.53%","113.43%","94.20%","3.26%","3.89%","1.90","0.49","1.19","-1.66%","5.94%","19.10%","-8.77%","66.02%","50.92","-1.75%","0.42%","4.84%","7.99%","25.47%","11.07%","1.41","1.00","1.03","1.07","39.16%","13.08%","8.12%","1/28/2026 8:30:00 AM"
"74","AKR","Acadia Realty Trust","Real Estate","REIT - Retail","USA","5396.05","218.81","20.59","1.88%","1587479","61.37","","13.14","1.21","94.83","128.26","-78.88%","17.03%","","","10.36%","131.04","130.36","0.51%","0.00%","121.58%","10.46%","14.48%","14.19","1330.01","-1.86%","-2.00%","2.08%","8.31%","0.24%","-16.81%","36.22%","14.80%","-36.44%","4.03%","2.60%","1.19","1.11","0.56","0.98%","0.75%","4.51%","-17.47%","21.26%","51.20","1.33%","0.54%","4.01%","0.27%","0.57%","0.31%","0.84","0.84","0.77","0.91","31.60%","20.48%","2.98%","2/10/2026 4:30:00 PM"
"75","AL","Air Lease Corp","Industrials","Rental & Leasing Services","USA","7252.05","6.96","64.73","0.11%","1773635","11.22","","2.45","0.86","15.43","","-45.29%","13.48%","16.17%","-13.58%","8.39%","112.04","104.87","6.40%","-10.11%","81.42%","-3.64%","2.17%","1.34","1703.71","0.28%","0.75%","1.35%","11.78%","0.78%","39.65%","47.58%","50.19%","166.38%","0.13%","0.16%","1.04","1.12","0.11","0.32%","0.67%","6.17%","-0.02%","69.23%","67.03","0.03%","0.08%","0.68%","3.26%","13.60%","5.17%","0.05","0.05","1.38","2.33","58.59%","49.51%","35.33%","2/12/2026 4:30:00 PM"
"76","ALAB","Astera Labs Inc","Technology","Semiconductors","USA","21842.62","105.95","129.32","2.16%","7735830","36.74","1.01","25.62","17.18","18.37","77.52","33.91%","42.85%","","36.22%","","168.90","134.54","20.35%","-2.35%","68.74%","0.30%","7.92%","1.86","5722.67","-23.86%","-24.88%","-18.04%","-32.18%","-22.26%","46.64%","","","","11.84%","8.99%","1.35","1.74","15.91","-20.16%","-20.69%","-13.40%","-50.81%","174.42%","38.83","1.03%","1.12%","","16.95%","18.82%","16.87%","10.24","9.79","0.02","0.02","76.16%","20.34%","25.70%","2/10/2026 4:30:00 PM"
"77","ALB","Albemarle Corp","Basic Materials","Specialty Chemicals","USA","19603.89","","166.35","4.67%","2594590","19.55","","3.81","2.68","12.12","28.31","1000.84%","19.55%","","","10.45%","117.72","117.39","0.38%","-0.06%","92.41%","-6.71%","7.78%","2.61","3504.17","1.82%","-6.31%","50.79%","104.29%","17.61%","109.91%","-38.37%","1.04%","223.76%","7.04%","5.54%","0.74","1.46","10.12","-4.18%","6.23%","68.01%","-14.99%","236.53%","50.08","3.60%","1.03%","0.99%","-3.10%","-5.24%","-5.31%","2.23","1.57","0.34","0.35","13.06%","1.73%","-13.17%","2/11/2026 4:30:00 PM"
"78","ALC","Alcon Inc","Healthcare","Medical Instruments & Supplies","Switzerland","39172.32","37.64","79.20","0.83%","1410384","23.22","2.66","3.85","1.76","26.15","25.32","1.20%","10.53%","","8.73%","5.71%","491.20","489.25","1.08%","0.00%","54.82%","-4.34%","1.55%","4.79","1581.42","0.47%","-1.14%","-0.30%","-8.75%","0.49%","-12.23%","5.67%","6.88%","","2.25%","1.64%","0.89","1.00","1.72","-0.64%","-0.69%","-3.46%","-20.16%","10.69%","48.68","-0.33%","1.16%","0.44%","3.38%","4.82%","3.92%","2.12","1.30","0.21","0.24","55.12%","14.70%","10.28%","11/11/2025 4:30:00 PM"
